entry_id,occurred_at,compile_phase,provider,service,model,execution_mode,request_or_batch_id,input_tokens,output_tokens,cached_input_tokens,confirmed_cost_usd,unreconciled_upper_bound_usd,result,accounting_status,evidence,notes
COST-0137,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNPiN3FrJjScfYocN67,2056,665,4561,0.011674,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0030_sonnet5_low.response.json,C0030 passed with two v0.4.6 GDD Coverage-Gap Development scoped-authority atoms
COST-0138,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNQN8tmmFdJmcHTzdxv,2217,1721,4561,0.022556,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0031_sonnet5_low.response.json,C0031 passed with three Ecology subsidiary-authority and anti-literalism atoms
COST-0139,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNReDK6W5UFpzwgAeoc,2185,1045,4561,0.015732,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0032_sonnet5_low.response.json,C0032 passed with two game-ontology versus publication-structure atoms
COST-0140,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNYCQyFJvigP6MnwZE2,2038,809,4561,0.013078,,rejected_incomplete_pending_retry,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0033_sonnet5_low.response.json,C0033 was grounded but incomplete because it emitted only the operator-path supersession effect and omitted the explicit ontology-versus-operator rules
COST-0141,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNhenV6vsuHGgyyT34t,2339,533,4561,0.010920,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0034_sonnet5_low.response.json,C0034 passed with two MSID explanatory-value and hierarchy-depth atoms
COST-0142,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNoXQu1531Z659KJLFz,2391,1974,4561,0.025434,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0035_sonnet5_low.response.json,C0035 passed with two noun-form Register and Embodiment-to-EMBODY pairing atoms
COST-0143,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeQFmpAYPG3kBabBnsN4,2038,1532,4561,0.020308,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v10-20260802/raw/human_rulings-full/human_rulings_C0033_sonnet5_low.response.json,C0033 targeted retry passed with four complete namespace object operator-separation and supersession atoms
COST-0144,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeQXptA2G8knEbv7bjHR,2154,964,4561,0.014860,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v10-20260802/raw/human_rulings-full/human_rulings_C0036_sonnet5_low.response.json,C0036 passed with two historical-terminology evidence-versus-authority and judgmental-reclassification atoms
COST-0145,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeQgc9SJQ3AD21Cr4Rbe,2080,1550,4561,0.020572,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v10-20260802/raw/human_rulings-full/human_rulings_C0037_sonnet5_low.response.json,C0037 passed with four Philosophy and Architecture domain-separation and Conservation of Systems atoms
COST-0146,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeQtEH8RL59yWEVqzqK5,2170,1561,4561,0.020862,,rejected_pending_deterministic_split,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v10-20260802/raw/human_rulings-full/human_rulings_C0038_sonnet5_low.response.json,C0038 combined valid Home.Colony branch status with explicitly rejected Home.Colony.Colony; saved response retained for a deterministic two-atom split and zero-cost replay
COST-0147,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeRJVmxU8vKmJpkvifYT,2170,884,4561,0.014092,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0039_sonnet5_low.response.json,C0039 passed with three runtime Entity-ID versus MSID boundary atoms
COST-0148,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeRSG6fLfY7wrt3ctkow,2127,1384,4561,0.019006,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0040_sonnet5_low.response.json,C0040 passed with three canonical MEDIAN Semantic Identifier and MSID terminology atoms
COST-0149,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeRfoo1Q5BKB1QZG79EE,2056,1726,4561,0.022284,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0041_sonnet5_low.response.json,C0041 passed with two Sourcebook-display versus game-owned-identifier atoms
COST-0150,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeSJX8SGzFHrPfVi4Fbf,2067,1036,4561,0.015406,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0042_sonnet5_low.response.json,C0042 passed with two dual-depth Sourcebook and Phonebook presentation atoms
COST-0151,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeSU9nL35V96yJ14ep2W,2357,2237,4561,0.027996,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0043_sonnet5_low.response.json,C0043 passed with four one-rule two-view publication atoms and two review-required Narrative/Memory boundary atoms
COST-0152,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeSov29h7DE2gZTEERca,2165,3089,4561,0.036132,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0044_sonnet5_low.response.json,C0044 passed with four review-required Entity-ID grammar and pending-ingestion boundary atoms
COST-0153,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeSuxsDfjq7ix7cNWzin,2226,1748,4561,0.022844,,rejected_pending_marker_replay,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v11-20260802/raw/human_rulings-full/human_rulings_C0045_sonnet5_low.response.json,C0045 returned seven semantically complete operational atoms; one q1 marker omitted source-declared and is retained for deterministic zero-cost replay
COST-0154,2026-08-02T19:35:07Z,calibration_authorial_grammar,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeUstYh7kfqqe8YDN5p1,14713,6000,0,0.089426,,failed_max_tokens,provider_usage_confirmed,m050/extraction/runs/m050-authorial-grammar-calibration-v01-20260802/raw/authorial_grammar_C0013_sonnet5_low.response.json,C0013 example-heavy calibration reached the 6000-token output ceiling; preserved and rejected with no promotion or replay
